,발화문,상황,1번 감정,1번 감정세기,2번 감정,2번 감정세기,3번 감정,3번 감정세기,4번 감정,4번감정세기,5번 감정,5번 감정세기,나이,성별
17968,아무도 대답을 안 해.,fear,sadness,1,sadness,2,sadness,2,neutral,0,fear,2,23,female
17969,산책하다가 목줄이 갑자기 끊긴거야. 그래서 해피가 완전 뛰어갔어.,surprise,surprise,2,sadness,2,surprise,2,happiness,1,fear,1,23,female
17970,다치진 않았는데 진짜 놀랐어.,surprise,neutral,0,fear,1,surprise,2,happiness,1,fear,1,23,female
17971,하. 나 요즘 주식 시작했어.,sadness,sadness,1,angry,1,neutral,0,happiness,1,sadness,1,23,female
17972,"응, 있어. 같이하니까 동기부여가 너무 잘 되더라고.",happiness,neutral,0,neutral,0,neutral,0,happiness,1,neutral,0,23,female
17976,그냥 뭐 이런저런거 하고있지. 쉽지 않은 것 같아. 계속 손해만. 아휴.,sadness,sadness,1,sadness,2,sadness,2,neutral,0,sadness,1,23,female
17977,아 어떻게 되긴. 계속 떨어지고 있지.,sadness,sadness,1,sadness,1,disgust,2,surprise,1,sadness,1,23,female
17979,나만큼 엄청 놀래가지고 나 도와줄려고 다들 해줬어.,surprise,neutral,0,neutral,0,neutral,0,happiness,1,sadness,1,23,female
17980,축하해줘. 나 좋은 일 있어.,happiness,disgust,1,neutral,0,happiness,2,happiness,1,fear,1,29,female
17981,너무 오랜만에 나간거라 신이 났나봐.,surprise,disgust,1,sadness,1,neutral,0,sadness,1,sadness,1,29,female
17982,응. 마저 얘기하자.,surprise,sadness,1,angry,1,neutral,0,neutral,0,neutral,0,29,female
17983,밖에 나가고 사람들도 좀 만나고 싶어. 스트레칭으로는 안될 거 같아.,sadness,sadness,1,neutral,0,sadness,2,sadness,1,sadness,1,29,female
17984,마라톤에서 기록 갱신했거든.,happiness,happiness,1,neutral,0,happiness,2,neutral,0,sadness,1,29,female
17985,정말 좋았지. 오늘은 느낌이 좋다니까?,happiness,neutral,0,neutral,0,neutral,0,neutral,0,happiness,1,29,female
17986,원래 친구랑 같이 뛰는데 오늘은 혼자였어.,happiness,sadness,1,neutral,0,neutral,0,sadness,1,angry,1,29,female
17987,강아지 산책하는데 목줄이 갑자기 풀렸어.,surprise,surprise,1,neutral,0,neutral,0,neutral,0,sadness,1,29,female
17988,처음부터 다시 시작하자.,surprise,happiness,1,neutral,0,neutral,0,neutral,0,happiness,1,29,female
17989,딱 한 명이래. 내가 된 거야.,happiness,angry,1,angry,1,sadness,1,neutral,0,sadness,1,29,female
17990,그래 너도 좋아할 거야.,happiness,neutral,0,angry,1,neutral,0,neutral,0,neutral,0,29,female
17991,사기에는 좀 비싸고 선물받고 싶었던 건데 잘됐어.,happiness,happiness,1,sadness,1,happiness,1,neutral,0,happiness,1,29,female
17992,나 요즘 주식 해.,sadness,angry,1,angry,1,neutral,0,neutral,0,angry,1,29,female
17994,지금 몸보다는 마음이 너무 무서워.,fear,neutral,0,fear,1,fear,2,fear,1,fear,1,29,female
17995,정말 그럴까? 몸도 마음도 무기력한 지 오래야.,sadness,surprise,1,neutral,0,sadness,2,neutral,0,sadness,1,29,female
17996,언제 끝날지도 모르는게 가장 답답해.,sadness,neutral,0,sadness,1,sadness,2,sadness,1,sadness,1,29,female
17997,코로나 때문에 집안에만 갇혀있으니까 그런가봐.,sadness,sadness,1,sadness,1,neutral,0,neutral,0,angry,1,29,female
17999,바로 전화 해봤는데 안 받아서 몇 번이고 다시 해봤거든?,disgust,angry,1,surprise,1,neutral,0,sadness,1,sadness,1,29,female
18000,입맛이 떨어져서 하나도 못 먹었어.,disgust,neutral,0,neutral,0,neutral,0,disgust,1,angry,1,29,female
18001,일주일동안은 아무 생각 안하고 그냥 놀고 쉬고 싶어.,happiness,sadness,1,neutral,0,neutral,0,sadness,1,angry,1,29,female
18002,응. 이제 주말에도 쉴 수 있어.,happiness,neutral,0,neutral,0,neutral,0,neutral,0,sadness,1,29,female
18005,다들 하는 재테크 하는 거지 뭐.,sadness,sadness,1,neutral,0,neutral,0,neutral,0,neutral,0,29,female
18006,선수는 아닌데 취미로 하는 거야.,happiness,happiness,1,neutral,0,neutral,0,neutral,0,sadness,1,29,female
18007,완전 반토막 났어!,sadness,sadness,1,sadness,1,sadness,2,neutral,0,sadness,2,29,female
18008,응. 지금은 다행히도 괜찮아.,surprise,happiness,1,neutral,0,neutral,0,sadness,1,neutral,0,29,female
18009,요새 코로나 시기잖아. 바이오주 한 번 해봤지.,sadness,sadness,1,angry,1,neutral,0,neutral,0,sadness,1,29,female
18010,아까 강아지 산책시키다가 진짜 놀랐어.,surprise,neutral,0,sadness,1,neutral,0,neutral,0,surprise,1,29,female
18011,힘들어도 보람이 있지 않을까?,neutral,surprise,1,sadness,1,neutral,0,neutral,0,surprise,1,29,female
18012,그러게. 누가 그런 범죄를 당할지 모르는 세상이야. 조심해야지.,neutral,neutral,0,neutral,0,neutral,0,sadness,1,sadness,1,29,female
18013,사람이 크게 다쳤더라고.,neutral,sadness,1,sadness,1,neutral,0,angry,1,sadness,1,29,female
18014,오는 길에 짭새가 몰려 있어서 구경 좀 하다 왔어.,neutral,neutral,0,sadness,1,neutral,0,neutral,0,neutral,0,29,female
18015,그래도 요즘 시국에 직장 있는게 어디야. 괜찮아. 할만 해.,neutral,sadness,1,neutral,0,happiness,2,neutral,0,happiness,1,29,female
18016,경찰보다는 구급차를 불렀어야 될 거 같은데.,neutral,sadness,1,neutral,0,neutral,0,neutral,0,angry,1,29,female
18017,오랜만에 날씨가 좋아서 밖에 나갔었지.,neutral,happiness,1,angry,1,happiness,2,neutral,0,happiness,1,29,female
18018,오는 길에 짭새가 몰려있어서 구경 좀 하고 왔어.,neutral,neutral,0,angry,1,neutral,0,angry,1,angry,1,29,female
18019,그럼 구경을 구경했다고 하지 뭐라고 해 그럼?,neutral,surprise,1,angry,1,neutral,0,sadness,1,angry,1,29,female
18020,지금 나 교육받을려고 너랑 얘기하는 거 아니잖아.,neutral,sadness,1,angry,1,disgust,2,angry,1,angry,1,29,female
18021,그 때 사람이 없어서 다행이야.,surprise,neutral,0,happiness,1,neutral,0,neutral,0,sadness,1,29,female
18022,오늘 짭새가 몰려 있어서 구경 좀 하다 왔어.,neutral,neutral,0,neutral,0,sadness,2,neutral,0,angry,1,29,female
18023,내가 그쪽이랑 관계가 좀 안좋아서.,neutral,neutral,0,angry,1,neutral,0,sadness,1,sadness,1,29,female
18024,너무 욕심부렸던 거 같아. 손절도 중요하다고 하니까 이제 그만하는 것도 좋을 거 같애.,sadness,neutral,0,neutral,0,sadness,2,sadness,1,sadness,1,29,female
18025,미세먼지보다 여름이라 곰팡이가 심한 거 같애.,angry,sadness,1,disgust,1,neutral,0,neutral,0,sadness,1,29,female
18026,이미 다 써봤지. 근데 얘는 장난이 아니야.,angry,sadness,1,neutral,0,sadness,2,neutral,0,sadness,1,29,female
18027,다른 방법은 없을까? 이미 다 써봤거든.,angry,surprise,1,neutral,0,sadness,2,neutral,0,sadness,1,29,female
18028,음식물 쓰레기가 들어 있는데 그게 썩은 거 같아.,disgust,disgust,1,angry,1,neutral,0,sadness,1,angry,1,29,female
18029,화장실이라 그러려니 하는데 여기는 좀 심한 거 같애.,angry,disgust,1,disgust,1,neutral,0,neutral,0,sadness,1,29,female
18030,그러게. 쓰레기통을 바꿔야 할까?,disgust,neutral,0,sadness,1,sadness,2,neutral,0,sadness,1,29,female
18031,나는 욕하면 좀 풀리던데.,angry,sadness,1,neutral,0,neutral,0,neutral,0,happiness,1,29,female
18032,도대체 뭐땜에 그러는지 알고나 싶다. 그러면 좀 후련할텐데.,angry,surprise,1,angry,1,sadness,2,neutral,0,sadness,1,29,female
18033,요새 나도 위험한 상태야.,angry,sadness,1,angry,1,neutral,0,neutral,0,sadness,1,29,female
18034,응. 그렇진 않았고 나는 괜찮아.,surprise,happiness,1,neutral,0,neutral,0,neutral,0,neutral,0,25,female
18035,갑자기 차가 나한테 들이박는 거야.,surprise,surprise,1,neutral,0,neutral,0,angry,1,surprise,1,25,female
18037,그래. 어려울 것 없지.,happiness,happiness,1,neutral,0,happiness,2,neutral,0,sadness,1,25,female
18038,완전 최고지! 아이패드 나 너무 갖고 싶었어.,happiness,neutral,0,neutral,0,happiness,2,happiness,1,angry,1,25,female
18039,아이패드는 딱 한 명 주는 거야.,happiness,surprise,1,disgust,1,neutral,0,neutral,0,surprise,1,25,female
18040,근데 아이패드 준대!,happiness,neutral,0,sadness,1,surprise,2,neutral,0,surprise,1,25,female
18043,"뭐, 그러게. 다들 놀라긴 했는데 내가 괜찮으니까.",surprise,sadness,1,sadness,1,neutral,0,sadness,1,surprise,1,25,female
18044,기상벨. 찾았어. 고마워.,fear,sadness,1,fear,1,neutral,0,happiness,1,surprise,1,25,female
18045,지금 비상 상황이야. 어떻게 해야되지?,fear,fear,2,fear,1,surprise,2,fear,1,fear,1,25,female
18046,너 그런 말 못들어 봤어? 강 건너 불구경이 제일 재밌대.,neutral,sadness,1,neutral,0,neutral,0,neutral,0,angry,1,25,female
18047,마라톤 완주했어. 대단하지?,happiness,neutral,0,neutral,0,happiness,1,neutral,0,angry,1,25,female
18048,맞아. 빨리 버리러 가야겠다.,disgust,happiness,1,neutral,0,neutral,0,neutral,0,neutral,0,25,female
18049,들어있던 음식물이 거기서 썩었나 봐.,disgust,fear,1,neutral,0,sadness,2,neutral,0,fear,1,25,female
18050,맞아. 그게 유일한 해답이지.,angry,disgust,1,neutral,0,neutral,0,neutral,0,neutral,0,25,female
18051,그래 알겠어. 너 말대로 해볼게.,angry,neutral,0,sadness,2,sadness,2,neutral,0,sadness,2,25,female
18052,에이 뭐. 선수까진 아니고.,happiness,fear,1,angry,1,neutral,0,neutral,0,sadness,1,25,female
18053,응! 사람들이랑 같이 뛰어.,happiness,happiness,1,neutral,0,neutral,0,neutral,0,neutral,0,25,female
18055,친구가 추천해서 해봤어.,sadness,sadness,1,angry,1,neutral,0,neutral,0,neutral,0,25,female
18056,요새 항공산업이 좋다해서 투자하고 있어.,sadness,fear,1,neutral,0,neutral,0,sadness,1,neutral,0,25,female
18057,화장실을 청소해도 곰팡이가 사라지질 않아.,angry,disgust,2,angry,1,sadness,1,angry,1,fear,1,25,female
18058,그럴 기운도 없긴 한데 너가 그렇게 말하니까 한 번 해볼게.,sadness,disgust,1,sadness,1,neutral,0,sadness,1,surprise,1,25,female
18060,사실 엄청 많이 떨어졌어.,sadness,neutral,0,neutral,0,sadness,2,sadness,1,sadness,1,25,female
18062,좀 그런 거 같기도 해.,sadness,sadness,1,sadness,1,neutral,0,neutral,0,sadness,1,25,female
18063,응! 기분 나아지는데?,neutral,neutral,0,neutral,0,happiness,1,surprise,1,surprise,1,25,female
18064,요새 되는 일이 없어.,sadness,sadness,1,sadness,2,sadness,2,sadness,1,sadness,1,25,female
18065,너 완전 꼰대같애.,neutral,neutral,0,neutral,0,disgust,1,angry,1,surprise,1,25,female
18067,그래. 그건 그래. 근데 정말 정말 짜증나.,angry,fear,1,disgust,1,neutral,0,neutral,0,angry,1,25,female
18068,건 그렇지만 욕을 해야지 기분이 풀리지. 지금 당장 내가 기분이 나쁜데 어떻게 해결하라구.,angry,angry,1,disgust,1,disgust,2,angry,1,angry,2,25,female
18069,"아니, 내가 욕을 하겠다는데 너가 무슨 상관이야?",angry,disgust,1,disgust,1,disgust,2,angry,1,angry,2,25,female
18073,"어, 뭐 날 괜찮았어.",neutral,happiness,1,neutral,0,neutral,0,neutral,0,sadness,1,25,female
18074,나도 정확히는 모르겠는데 사고가 났었나봐.,neutral,neutral,0,sadness,2,neutral,0,sadness,1,sadness,1,25,female
18075,넌 사소한 거라고 생각해? 사고가?,neutral,sadness,1,sadness,1,disgust,2,neutral,0,surprise,1,25,female
18076,요새 일하는거? 뭐 항상 똑같지 뭐.,neutral,neutral,0,surprise,1,neutral,0,neutral,0,sadness,1,25,female
18077,그렇지. 뭐 근데 사는 게 다 그렇지.,sadness,fear,1,sadness,1,sadness,2,sadness,1,sadness,1,25,female
18079,그런 거 같던데?,neutral,surprise,1,surprise,1,neutral,0,neutral,0,neutral,0,25,female
18080,그러게. 나도 궁금하네.,neutral,neutral,0,neutral,0,sadness,1,neutral,0,sadness,1,25,female
18081,그러게? 그럴 거 같애.,neutral,disgust,1,angry,1,neutral,0,sadness,1,neutral,0,25,female
18083,진짜 기분 별로였어.,disgust,fear,1,fear,1,disgust,2,neutral,0,angry,1,25,female
18084,아니? 사진 찍기도 너무 더럽더라.,disgust,angry,1,sadness,1,disgust,2,disgust,1,sadness,1,25,female
18085,그래. 찍었어야 됐는데.,disgust,sadness,1,sadness,1,neutral,0,sadness,1,sadness,1,25,female
18087,응. 완전히 끝났어 진짜로.,happiness,happiness,1,happiness,1,happiness,2,happiness,1,happiness,1,25,female
18088,이제 놀아야지 뭘. 당연한걸.,happiness,sadness,1,sadness,1,neutral,0,neutral,0,sadness,1,25,female
18089,그것도 괜찮다. 괜찮은 아이디언데?,happiness,happiness,1,happiness,1,neutral,0,neutral,0,surprise,1,25,female
18090,맞아. 좋은 생각이야.,happiness,disgust,1,neutral,0,neutral,0,happiness,1,sadness,1,25,female
18092,나도 잘 모르겠는데 사고 났었나봐.,neutral,disgust,1,neutral,0,neutral,0,sadness,1,surprise,1,25,female
18093,응. 놀라기만 했지. 지금은 괜찮아.,surprise,angry,1,neutral,0,neutral,0,neutral,0,neutral,0,25,female
18094,헐! 나 이벤트에 당첨됐어!,happiness,surprise,2,surprise,2,surprise,2,neutral,0,surprise,2,24,female
18095,나 마라톤 대회 나가는거 너도 알지?,happiness,disgust,1,happiness,1,neutral,0,happiness,1,neutral,0,24,female
18096,작동이 안 되는데 곧 오겠지 사람이.,fear,neutral,0,fear,1,neutral,0,neutral,0,fear,1,24,female
18097,나야 뭐 똑같지 뭐. 별로 다를 거 없는데?,neutral,fear,1,angry,1,neutral,0,neutral,0,neutral,0,24,female
18098,나 오늘 짭새가 몰려있어서 궁금해서 구경갔다왔어.,neutral,neutral,0,fear,1,sadness,2,neutral,0,neutral,0,24,female
18099,몰라? 그건 모르겠어. 근데 어쨌든 경찰차가 엄청 많았어.,neutral,neutral,0,surprise,1,neutral,0,neutral,0,neutral,0,24,female
18100,그치? 그래서 나도 기사 찾아봤는데 기사는 안 떴더라고.,neutral,neutral,0,surprise,1,neutral,0,neutral,0,neutral,0,24,female
18101,"뭐, 힘들겠지. 그래도 그게 자기 일인데 뭐.",neutral,neutral,0,angry,1,neutral,0,neutral,0,disgust,1,24,female
18102,아! 짜장면에서 벌레나왔다.,disgust,disgust,1,fear,1,neutral,0,happiness,1,angry,1,24,female
18103,완전 기분 더러웠지!,disgust,angry,1,neutral,0,disgust,2,surprise,1,disgust,2,24,female
18105,뭐 그런 것 같아. 근데 경찰차가 한두 대가 아니었어. 엄청 많았어.,neutral,neutral,0,angry,1,neutral,0,neutral,0,neutral,0,24,female
18106,코로나때문에 밖에 나가지도 못하고 너무 답답해.,sadness,neutral,0,neutral,0,sadness,2,neutral,0,disgust,1,24,female
18107,그냥 집에만 있으려니까 무기력하고 심심한 느낌?,sadness,fear,1,sadness,1,sadness,2,happiness,1,sadness,1,24,female
18108,운동도 너무 많이 해서 그냥 별로 하고 싶지 않아. 집에선 특히.,sadness,neutral,0,angry,1,sadness,2,neutral,0,sadness,1,24,female
18110,너무 냄새가 드러.,disgust,disgust,2,angry,1,disgust,2,fear,1,disgust,2,24,female
18112,어. 다치진 않았는데 그래도 너무 무서워!,fear,sadness,1,fear,1,fear,2,happiness,1,fear,1,24,female
18113,그럼 알아봐줄 수 있어? 곰팡이 제거제?,angry,happiness,1,surprise,1,neutral,0,happiness,1,neutral,0,24,female
18115,마스크 쓰는 것도 너무 지겹고 귀찮아 죽겠어. 불편하고.,sadness,sadness,1,disgust,1,neutral,0,sadness,1,sadness,1,24,female
18116,몰라? 그건 모르겠어. 근데 엄청 차가 많았어. 경찰차가.,neutral,surprise,1,surprise,1,neutral,0,neutral,0,neutral,0,24,female
18117,큰일이지 않을까? 그래도 차가 많았는데?,neutral,surprise,1,surprise,1,surprise,2,neutral,0,neutral,0,24,female
18118,응. 날씬 좋던데? 근데 사람들이 몰려있어서 엄청 궁금했어.,neutral,surprise,1,sadness,1,neutral,0,neutral,0,neutral,0,24,female
18119,맞아. 근데 이번에 신기록 달성했어.,happiness,happiness,1,happiness,1,neutral,0,happiness,1,happiness,1,24,female
18120,아 짜증나. 그 씨발새끼는 일 끝났음 집에나 갈 것이지. 왜 나한테만 지랄일까?,angry,angry,2,angry,2,angry,2,surprise,1,angry,2,24,female
18121,안그래도 기분나쁜데 어떡하라는 거야.,angry,sadness,1,angry,1,disgust,2,neutral,0,disgust,1,24,female
18122,나 오늘 짭새가 몰려왔길래 궁금해서 구경다녀왔어.,neutral,neutral,0,neutral,0,neutral,0,happiness,1,neutral,0,24,female
18123,경찰이든 짭새든. 어쨌든 구경갔다왔다니깐?,neutral,surprise,1,angry,1,neutral,0,neutral,0,angry,2,24,female
18124,강아지가 신났었나봐. 앞으로 뛰어나가는 바람에 목줄이 끊어졌어.,surprise,neutral,0,neutral,0,neutral,0,happiness,1,sadness,1,24,female
18125,좋은 생각 같아. 청소를 해도해도 안돼.,angry,surprise,2,angry,1,neutral,0,neutral,0,disgust,1,24,female
18127,내가 마라톤을 뛰었는데 기록을 경신했어.,happiness,happiness,1,neutral,0,happiness,2,happiness,1,happiness,1,26,male
18128,아니 아까 짱아 산책시키다가 완전 깜짝 놀랐어.,surprise,disgust,1,fear,2,neutral,0,happiness,1,fear,1,26,male
18129,응. 일단 여행부터 갈 거야.,happiness,neutral,0,happiness,1,neutral,0,neutral,0,happiness,1,26,male
18130,그것도 좋겠네. 친구들이랑 약속 좀 잡아야겠다.,happiness,happiness,1,neutral,0,neutral,0,neutral,0,happiness,1,26,male
18131,응 알겠어. 고마워.,happiness,happiness,1,disgust,1,happiness,1,neutral,0,happiness,1,26,male
18132,조금씩 계속 떨어지고 있어.,sadness,neutral,0,disgust,1,neutral,0,neutral,0,sadness,1,26,male
18133,제약회사 쪽을 하고 있었어.,sadness,neutral,0,angry,1,neutral,0,neutral,0,sadness,1,26,male
18134,친구 추천으로 시작했는데 영 결과가 좋지 않네.,sadness,fear,1,sadness,1,neutral,0,neutral,0,sadness,1,26,male
18135,오랜만에 산책이라서 짱아가 목줄을 끊고 뛰쳐나간거야!,surprise,surprise,2,angry,1,surprise,2,neutral,0,fear,1,26,male
